PageRank Results for MACROS in adaptec1
======================================================================
Total macros: 543
Area threshold: 1000
Damping factor: 0.85
======================================================================

Rank     Macro                          PageRank        Width      Height     Area        
99       o211361                        0.00188955      432.0      72.0       31104.0     
100      o211312                        0.00188955      72.0       432.0      31104.0     
101      o211140                        0.00188955      72.0       432.0      31104.0     
102      o211194                        0.00188955      72.0       432.0      31104.0     
103      o211131                        0.00188955      72.0       432.0      31104.0     
104      o211153                        0.00188955      432.0      72.0       31104.0     
105      o211363                        0.00188955      72.0       432.0      31104.0     
106      o211193                        0.00188955      72.0       432.0      31104.0     
107      o211128                        0.00188955      432.0      72.0       31104.0     
108      o211190                        0.00188955      72.0       432.0      31104.0     
109      o211362                        0.00188955      72.0       432.0      31104.0     
110      o211205                        0.00188955      72.0       432.0      31104.0     
111      o211145                        0.00188955      72.0       432.0      31104.0     
112      o211136                        0.00188955      72.0       432.0      31104.0     
113      o210918                        0.00188627      1206.0     2856.0     3444336.0   
114      o211038                        0.00188027      72.0       432.0      31104.0     
115      o211028                        0.00188027      72.0       432.0      31104.0     
116      o211048                        0.00187586      72.0       432.0      31104.0     
117      o211047                        0.00185982      72.0       432.0      31104.0     
118      o210910                        0.00185644      276.0      1044.0     288144.0    
119      o211029                        0.00183369      72.0       432.0      31104.0     
120      o211027                        0.00183369      72.0       432.0      31104.0     
121      o211031                        0.00183369      72.0       432.0      31104.0     
122      o211425                        0.00182947      511.0      2136.0     1091496.0   
123      o211033                        0.00182677      72.0       432.0      31104.0     
124      o211054                        0.00178214      72.0       432.0      31104.0     
125      o211052                        0.00178214      72.0       432.0      31104.0     
126      o211417                        0.00178196      108.0      2136.0     230688.0    
127      o211421                        0.00178196      108.0      2136.0     230688.0    
128      o210917                        0.00177731      1206.0     2856.0     3444336.0   
129      o211442                        0.00176745      720.0      1056.0     760320.0    
130      o211039                        0.00176185      72.0       432.0      31104.0     
131      o211040                        0.00174622      72.0       432.0      31104.0     
132      o211416                        0.00173591      140.0      2172.0     304080.0    
133      o211420                        0.00173591      140.0      2172.0     304080.0    
134      o211142                        0.00172265      72.0       432.0      31104.0     
135      o211138                        0.00172265      72.0       432.0      31104.0     
136      o211344                        0.00172265      432.0      72.0       31104.0     
137      o211139                        0.00172265      72.0       432.0      31104.0     
138      o211187                        0.00172265      72.0       432.0      31104.0     
139      o211141                        0.00172265      72.0       432.0      31104.0     
140      o211122                        0.00172265      72.0       432.0      31104.0     
141      o211123                        0.00172265      72.0       432.0      31104.0     
142      o211126                        0.00172265      72.0       432.0      31104.0     
143      o211146                        0.00172265      72.0       432.0      31104.0     
144      o211044                        0.00171966      72.0       432.0      31104.0     
145      o211270                        0.00169694      72.0       432.0      31104.0     
146      o211229                        0.00169694      72.0       432.0      31104.0     
147      o211240                        0.00169694      72.0       432.0      31104.0     
148      o211217                        0.00169694      72.0       432.0      31104.0     
149      o211248                        0.00169694      72.0       432.0      31104.0     
150      o211278                        0.00169694      72.0       432.0      31104.0     
151      o211287                        0.00169694      72.0       432.0      31104.0     
152      o211216                        0.00169694      72.0       432.0      31104.0     
153      o211285                        0.00169694      72.0       432.0      31104.0     
154      o211215                        0.00169694      432.0      72.0       31104.0     
155      o211277                        0.00169694      72.0       432.0      31104.0     
156      o211302                        0.00169694      432.0      72.0       31104.0     
157      o211280                        0.00169694      72.0       432.0      31104.0     
158      o211045                        0.00169694      72.0       432.0      31104.0     
159      o211260                        0.00169694      72.0       432.0      31104.0     
160      o211228                        0.00169694      72.0       432.0      31104.0     
161      o211267                        0.00169694      72.0       432.0      31104.0     
162      o211035                        0.00169694      72.0       432.0      31104.0     
163      o211275                        0.00169694      72.0       432.0      31104.0     
164      o211250                        0.00169694      72.0       432.0      31104.0     
165      o211258                        0.00169694      72.0       432.0      31104.0     
166      o211303                        0.00169694      432.0      72.0       31104.0     
167      o211247                        0.00169694      72.0       432.0      31104.0     
168      o211218                        0.00169694      72.0       432.0      31104.0     
169      o211304                        0.00169694      432.0      72.0       31104.0     
170      o211238                        0.00169694      72.0       432.0      31104.0     
171      o211265                        0.00169694      72.0       432.0      31104.0     
172      o211288                        0.00169694      72.0       432.0      31104.0     
173      o211245                        0.00169694      72.0       432.0      31104.0     
174      o211268                        0.00169694      72.0       432.0      31104.0     
175      o211300                        0.00169694      72.0       432.0      31104.0     
176      o211290                        0.00169694      72.0       432.0      31104.0     
177      o211255                        0.00169694      72.0       432.0      31104.0     
178      o211257                        0.00169694      72.0       432.0      31104.0     
179      o211227                        0.00169694      72.0       432.0      31104.0     
180      o211239                        0.00169694      72.0       432.0      31104.0     
181      o211307                        0.00168092      72.0       432.0      31104.0     
182      o211309                        0.00168092      72.0       432.0      31104.0     
183      o211306                        0.00168092      72.0       432.0      31104.0     
184      o211347                        0.00168092      72.0       432.0      31104.0     
185      o211315                        0.00168092      72.0       432.0      31104.0     
186      o211134                        0.00168092      72.0       432.0      31104.0     
187      o211441                        0.00165353      80.0       2136.0     170880.0    
188      o210960                        0.00162849      72.0       432.0      31104.0     
189      o211152                        0.00162849      72.0       432.0      31104.0     
190      o211175                        0.00162849      72.0       432.0      31104.0     
191      o211148                        0.00162849      72.0       432.0      31104.0     
192      o211053                        0.00162594      432.0      72.0       31104.0     
193      o211055                        0.00162594      432.0      72.0       31104.0     
194      o211293                        0.00162594      72.0       432.0      31104.0     
195      o211294                        0.00162594      72.0       432.0      31104.0     
196      o210909                        0.00160858      500.0      2136.0     1068000.0   
197      o211430                        0.00158875      511.0      2136.0     1091496.0   
198      o211226                        0.00158334      72.0       432.0      31104.0     
199      o211221                        0.00158334      72.0       432.0      31104.0     
200      o211259                        0.00158334      72.0       432.0      31104.0     
201      o211232                        0.00158334      72.0       432.0      31104.0     
202      o211301                        0.00158334      72.0       432.0      31104.0     
203      o211289                        0.00158334      72.0       432.0      31104.0     
204      o211279                        0.00158334      72.0       432.0      31104.0     
205      o211249                        0.00158334      72.0       432.0      31104.0     
206      o211214                        0.00158334      432.0      72.0       31104.0     
207      o211269                        0.00158334      72.0       432.0      31104.0     
208      o211237                        0.00158334      72.0       432.0      31104.0     
209      o211434                        0.00157569      80.0       1020.0     81600.0     
210      o210923                        0.00157187      108.0      1968.0     212544.0    
211      o210926                        0.00155398      276.0      1044.0     288144.0    
212      o211443                        0.00151058      720.0      1056.0     760320.0    
213      o210907                        0.00148618      500.0      2136.0     1068000.0   
214      o211436                        0.00148187      164.0      2136.0     350304.0    
215      o211168                        0.00147484      72.0       432.0      31104.0     
216      o211331                        0.00147484      72.0       432.0      31104.0     
217      o211373                        0.00147484      432.0      72.0       31104.0     
218      o211069                        0.00147229      432.0      72.0       31104.0     
219      o211018                        0.00147229      432.0      72.0       31104.0     
220      o211174                        0.00147229      432.0      72.0       31104.0     
221      o211070                        0.00147229      432.0      72.0       31104.0     
222      o211163                        0.00147229      72.0       432.0      31104.0     
223      o211326                        0.00147229      72.0       432.0      31104.0     
224      o211023                        0.00147229      432.0      72.0       31104.0     
225      o211365                        0.00147229      432.0      72.0       31104.0     
226      o211378                        0.00147229      72.0       432.0      31104.0     
227      o211079                        0.00147229      432.0      72.0       31104.0     
228      o211173                        0.00147229      432.0      72.0       31104.0     
229      o211089                        0.00147229      432.0      72.0       31104.0     
230      o211169                        0.00147229      72.0       432.0      31104.0     
231      o210949                        0.00147229      432.0      72.0       31104.0     
232      o211064                        0.00147229      432.0      72.0       31104.0     
233      o211329                        0.00147229      72.0       432.0      31104.0     
234      o211367                        0.00147229      432.0      72.0       31104.0     
235      o210993                        0.00147229      432.0      72.0       31104.0     
236      o211392                        0.00147229      72.0       432.0      31104.0     
237      o211003                        0.00147229      432.0      72.0       31104.0     
238      o211192                        0.00147229      72.0       432.0      31104.0     
239      o211319                        0.00147229      72.0       432.0      31104.0     
240      o210984                        0.00147229      432.0      72.0       31104.0     
241      o211104                        0.00147229      432.0      72.0       31104.0     
242      o210952                        0.00147229      432.0      72.0       31104.0     
243      o210963                        0.00147229      432.0      72.0       31104.0     
244      o210955                        0.00147229      72.0       432.0      31104.0     
245      o211006                        0.00147229      432.0      72.0       31104.0     
246      o211119                        0.00147229      432.0      72.0       31104.0     
247      o211062                        0.00147229      432.0      72.0       31104.0     
248      o211311                        0.00147229      432.0      72.0       31104.0     
249      o211016                        0.00147229      432.0      72.0       31104.0     
250      o211112                        0.00147229      432.0      72.0       31104.0     
251      o211376                        0.00147229      72.0       432.0      31104.0     
252      o211157                        0.00147229      72.0       432.0      31104.0     
253      o210979                        0.00147229      432.0      72.0       31104.0     
254      o210953                        0.00147229      432.0      72.0       31104.0     
255      o211166                        0.00147229      432.0      72.0       31104.0     
256      o211060                        0.00147229      432.0      72.0       31104.0     
257      o211321                        0.00147229      72.0       432.0      31104.0     
258      o211144                        0.00147229      72.0       432.0      31104.0     
259      o211116                        0.00147229      432.0      72.0       31104.0     
260      o211081                        0.00147229      432.0      72.0       31104.0     
261      o210989                        0.00147229      432.0      72.0       31104.0     
262      o210947                        0.00147229      432.0      72.0       31104.0     
263      o211111                        0.00147229      432.0      72.0       31104.0     
264      o211401                        0.00147229      72.0       432.0      31104.0     
265      o211096                        0.00147229      432.0      72.0       31104.0     
266      o210936                        0.00147229      72.0       432.0      31104.0     
267      o211109                        0.00147229      432.0      72.0       31104.0     
268      o210997                        0.00147229      432.0      72.0       31104.0     
269      o210985                        0.00147229      432.0      72.0       31104.0     
270      o211351                        0.00147229      432.0      72.0       31104.0     
271      o211352                        0.00147229      432.0      72.0       31104.0     
272      o211370                        0.00147229      72.0       432.0      31104.0     
273      o211404                        0.00147229      432.0      72.0       31104.0     
274      o210994                        0.00147229      432.0      72.0       31104.0     
275      o210959                        0.00147229      432.0      72.0       31104.0     
276      o211328                        0.00147229      432.0      72.0       31104.0     
277      o210972                        0.00147229      432.0      72.0       31104.0     
278      o211336                        0.00147229      432.0      72.0       31104.0     
279      o211339                        0.00147229      432.0      72.0       31104.0     
280      o210970                        0.00147229      432.0      72.0       31104.0     
281      o211019                        0.00147229      432.0      72.0       31104.0     
282      o211155                        0.00147229      432.0      72.0       31104.0     
283      o210968                        0.00147229      432.0      72.0       31104.0     
284      o211074                        0.00147229      432.0      72.0       31104.0     
285      o211007                        0.00147229      432.0      72.0       31104.0     
286      o211078                        0.00147229      432.0      72.0       31104.0     
287      o211024                        0.00147229      432.0      72.0       31104.0     
288      o211408                        0.00147229      432.0      72.0       31104.0     
289      o211397                        0.00147229      432.0      72.0       31104.0     
290      o210978                        0.00147229      432.0      72.0       31104.0     
291      o210945                        0.00147229      432.0      72.0       31104.0     
292      o211097                        0.00147229      432.0      72.0       31104.0     
293      o211333                        0.00147229      432.0      72.0       31104.0     
294      o211147                        0.00147229      72.0       432.0      31104.0     
295      o211011                        0.00147229      432.0      72.0       31104.0     
296      o210981                        0.00147229      432.0      72.0       31104.0     
297      o211009                        0.00147229      432.0      72.0       31104.0     
298      o210954                        0.00147229      432.0      72.0       31104.0     
299      o211337                        0.00147229      432.0      72.0       31104.0     
300      o211357                        0.00147229      432.0      72.0       31104.0     
301      o211406                        0.00147229      432.0      72.0       31104.0     
302      o211085                        0.00147229      432.0      72.0       31104.0     
303      o210971                        0.00147229      432.0      72.0       31104.0     
304      o211353                        0.00147229      432.0      72.0       31104.0     
305      o211072                        0.00147229      432.0      72.0       31104.0     
306      o211093                        0.00147229      432.0      72.0       31104.0     
307      o211020                        0.00147229      432.0      72.0       31104.0     
308      o211389                        0.00147229      72.0       432.0      31104.0     
309      o211398                        0.00147229      72.0       432.0      31104.0     
310      o211012                        0.00147229      432.0      72.0       31104.0     
311      o211189                        0.00147229      432.0      72.0       31104.0     
312      o211067                        0.00147229      432.0      72.0       31104.0     
313      o211332                        0.00147229      432.0      72.0       31104.0     
314      o211083                        0.00147229      432.0      72.0       31104.0     
315      o211059                        0.00147229      432.0      72.0       31104.0     
316      o211077                        0.00147229      432.0      72.0       31104.0     
317      o211001                        0.00147229      432.0      72.0       31104.0     
318      o211356                        0.00147229      432.0      72.0       31104.0     
319      o210973                        0.00147229      432.0      72.0       31104.0     
320      o211313                        0.00147229      432.0      72.0       31104.0     
321      o211154                        0.00147229      432.0      72.0       31104.0     
322      o211371                        0.00147229      432.0      72.0       31104.0     
323      o210941                        0.00147229      432.0      72.0       31104.0     
324      o210986                        0.00147229      432.0      72.0       31104.0     
325      o211008                        0.00147229      432.0      72.0       31104.0     
326      o211121                        0.00147229      432.0      72.0       31104.0     
327      o210980                        0.00147229      432.0      72.0       31104.0     
328      o211021                        0.00147229      432.0      72.0       31104.0     
329      o211348                        0.00147229      432.0      72.0       31104.0     
330      o210962                        0.00147229      432.0      72.0       31104.0     
331      o211377                        0.00147229      72.0       432.0      31104.0     
332      o211091                        0.00147229      432.0      72.0       31104.0     
333      o211177                        0.00147229      432.0      72.0       31104.0     
334      o210961                        0.00147229      432.0      72.0       31104.0     
335      o211308                        0.00147229      72.0       432.0      31104.0     
336      o211405                        0.00147229      432.0      72.0       31104.0     
337      o211113                        0.00147229      432.0      72.0       31104.0     
338      o211135                        0.00147229      72.0       432.0      31104.0     
339      o211386                        0.00147229      72.0       432.0      31104.0     
340      o211394                        0.00147229      72.0       432.0      31104.0     
341      o211106                        0.00147229      432.0      72.0       31104.0     
342      o211399                        0.00147229      72.0       432.0      31104.0     
343      o211195                        0.00147229      72.0       432.0      31104.0     
344      o211381                        0.00147229      72.0       432.0      31104.0     
345      o211359                        0.00147229      72.0       432.0      31104.0     
346      o210990                        0.00147229      432.0      72.0       31104.0     
347      o210992                        0.00147229      432.0      72.0       31104.0     
348      o210951                        0.00147229      432.0      72.0       31104.0     
349      o211080                        0.00147229      432.0      72.0       31104.0     
350      o210976                        0.00147229      432.0      72.0       31104.0     
351      o210957                        0.00147229      72.0       432.0      31104.0     
352      o211099                        0.00147229      432.0      72.0       31104.0     
353      o211110                        0.00147229      432.0      72.0       31104.0     
354      o211164                        0.00147229      432.0      72.0       31104.0     
355      o210965                        0.00147229      432.0      72.0       31104.0     
356      o211107                        0.00147229      432.0      72.0       31104.0     
357      o211165                        0.00147229      72.0       432.0      31104.0     
358      o211094                        0.00147229      432.0      72.0       31104.0     
359      o211318                        0.00147229      72.0       432.0      31104.0     
360      o211384                        0.00147229      72.0       432.0      31104.0     
361      o210969                        0.00147229      432.0      72.0       31104.0     
362      o211025                        0.00147229      72.0       432.0      31104.0     
363      o211349                        0.00147229      432.0      72.0       31104.0     
364      o210944                        0.00147229      432.0      72.0       31104.0     
365      o210974                        0.00147229      432.0      72.0       31104.0     
366      o211158                        0.00147229      72.0       432.0      31104.0     
367      o211202                        0.00147229      432.0      72.0       31104.0     
368      o210996                        0.00147229      432.0      72.0       31104.0     
369      o211098                        0.00147229      432.0      72.0       31104.0     
370      o211407                        0.00147229      432.0      72.0       31104.0     
371      o211231                        0.00147229      72.0       432.0      31104.0     
372      o211156                        0.00147229      72.0       432.0      31104.0     
373      o211180                        0.00147229      432.0      72.0       31104.0     
374      o211383                        0.00147229      72.0       432.0      31104.0     
375      o211409                        0.00147229      432.0      72.0       31104.0     
376      o211182                        0.00147229      432.0      72.0       31104.0     
377      o211088                        0.00147229      432.0      72.0       31104.0     
378      o211095                        0.00147229      432.0      72.0       31104.0     
379      o211358                        0.00147229      432.0      72.0       31104.0     
380      o210977                        0.00147229      432.0      72.0       31104.0     
381      o211015                        0.00147229      432.0      72.0       31104.0     
382      o211325                        0.00147229      432.0      72.0       31104.0     
383      o211355                        0.00147229      432.0      72.0       31104.0     
384      o211374                        0.00147229      72.0       432.0      31104.0     
385      o211014                        0.00147229      432.0      72.0       31104.0     
386      o211330                        0.00147229      72.0       432.0      31104.0     
387      o211382                        0.00147229      72.0       432.0      31104.0     
388      o210942                        0.00147229      432.0      72.0       31104.0     
389      o211065                        0.00147229      432.0      72.0       31104.0     
390      o211403                        0.00147229      432.0      72.0       31104.0     
391      o211172                        0.00147229      72.0       432.0      31104.0     
392      o211076                        0.00147229      432.0      72.0       31104.0     
393      o211340                        0.00147229      432.0      72.0       31104.0     
394      o211385                        0.00147229      72.0       432.0      31104.0     
395      o210988                        0.00147229      432.0      72.0       31104.0     
396      o210991                        0.00147229      432.0      72.0       31104.0     
397      o211161                        0.00147229      432.0      72.0       31104.0     
398      o210958                        0.00147229      72.0       432.0      31104.0     
399      o211410                        0.00147229      432.0      72.0       31104.0     
400      o211075                        0.00147229      432.0      72.0       31104.0     
401      o211201                        0.00147229      72.0       432.0      31104.0     
402      o211101                        0.00147229      432.0      72.0       31104.0     
403      o211117                        0.00147229      432.0      72.0       31104.0     
404      o211191                        0.00147229      72.0       432.0      31104.0     
405      o211082                        0.00147229      432.0      72.0       31104.0     
406      o211387                        0.00147229      72.0       432.0      31104.0     
407      o211334                        0.00147229      432.0      72.0       31104.0     
408      o210987                        0.00147229      432.0      72.0       31104.0     
409      o210975                        0.00147229      432.0      72.0       31104.0     
410      o210948                        0.00147229      432.0      72.0       31104.0     
411      o211002                        0.00147229      432.0      72.0       31104.0     
412      o211010                        0.00147229      432.0      72.0       31104.0     
413      o211220                        0.00147229      72.0       432.0      31104.0     
414      o211017                        0.00147229      432.0      72.0       31104.0     
415      o211316                        0.00147229      72.0       432.0      31104.0     
416      o211084                        0.00147229      432.0      72.0       31104.0     
417      o211343                        0.00147229      432.0      72.0       31104.0     
418      o210966                        0.00147229      432.0      72.0       31104.0     
419      o211073                        0.00147229      432.0      72.0       31104.0     
420      o211105                        0.00147229      432.0      72.0       31104.0     
421      o210995                        0.00147229      432.0      72.0       31104.0     
422      o211071                        0.00147229      432.0      72.0       31104.0     
423      o211369                        0.00147229      432.0      72.0       31104.0     
424      o211375                        0.00147229      432.0      72.0       31104.0     
425      o211063                        0.00147229      432.0      72.0       31104.0     
426      o211324                        0.00147229      432.0      72.0       31104.0     
427      o210982                        0.00147229      432.0      72.0       31104.0     
428      o211118                        0.00147229      432.0      72.0       31104.0     
429      o211320                        0.00147229      72.0       432.0      31104.0     
430      o211162                        0.00147229      72.0       432.0      31104.0     
431      o211342                        0.00147229      432.0      72.0       31104.0     
432      o210967                        0.00147229      432.0      72.0       31104.0     
433      o211114                        0.00147229      432.0      72.0       31104.0     
434      o211391                        0.00147229      72.0       432.0      31104.0     
435      o211400                        0.00147229      72.0       432.0      31104.0     
436      o211335                        0.00147229      432.0      72.0       31104.0     
437      o211323                        0.00147229      72.0       432.0      31104.0     
438      o210999                        0.00147229      432.0      72.0       31104.0     
439      o210946                        0.00147229      432.0      72.0       31104.0     
440      o210937                        0.00147229      72.0       432.0      31104.0     
441      o211411                        0.00147229      432.0      72.0       31104.0     
442      o211005                        0.00147229      432.0      72.0       31104.0     
443      o211022                        0.00147229      432.0      72.0       31104.0     
444      o211388                        0.00147229      432.0      72.0       31104.0     
445      o211013                        0.00147229      432.0      72.0       31104.0     
446      o210956                        0.00147229      72.0       432.0      31104.0     
447      o210939                        0.00147229      432.0      72.0       31104.0     
448      o211068                        0.00147229      432.0      72.0       31104.0     
449      o211115                        0.00147229      432.0      72.0       31104.0     
450      o211395                        0.00147229      72.0       432.0      31104.0     
451      o211058                        0.00147229      432.0      72.0       31104.0     
452      o210998                        0.00147229      432.0      72.0       31104.0     
453      o211086                        0.00147229      432.0      72.0       31104.0     
454      o211396                        0.00147229      72.0       432.0      31104.0     
455      o211206                        0.00147229      432.0      72.0       31104.0     
456      o210950                        0.00147229      432.0      72.0       31104.0     
457      o211061                        0.00147229      432.0      72.0       31104.0     
458      o211171                        0.00147229      72.0       432.0      31104.0     
459      o211130                        0.00147229      72.0       432.0      31104.0     
460      o211151                        0.00147229      72.0       432.0      31104.0     
461      o211087                        0.00147229      432.0      72.0       31104.0     
462      o211108                        0.00147229      432.0      72.0       31104.0     
463      o211066                        0.00147229      432.0      72.0       31104.0     
464      o211341                        0.00147229      432.0      72.0       31104.0     
465      o210983                        0.00147229      432.0      72.0       31104.0     
466      o211372                        0.00147229      432.0      72.0       31104.0     
467      o211393                        0.00147229      72.0       432.0      31104.0     
468      o210964                        0.00147229      432.0      72.0       31104.0     
469      o211100                        0.00147229      432.0      72.0       31104.0     
470      o211004                        0.00147229      432.0      72.0       31104.0     
471      o211092                        0.00147229      432.0      72.0       31104.0     
472      o211379                        0.00147229      72.0       432.0      31104.0     
473      o211102                        0.00147229      432.0      72.0       31104.0     
474      o211310                        0.00147229      432.0      72.0       31104.0     
475      o211090                        0.00147229      432.0      72.0       31104.0     
476      o211380                        0.00147229      432.0      72.0       31104.0     
477      o211354                        0.00147229      432.0      72.0       31104.0     
478      o210943                        0.00147229      72.0       432.0      31104.0     
479      o210938                        0.00147229      432.0      72.0       31104.0     
480      o211322                        0.00147229      72.0       432.0      31104.0     
481      o211402                        0.00147229      432.0      72.0       31104.0     
482      o211167                        0.00147229      72.0       432.0      31104.0     
483      o210940                        0.00147229      432.0      72.0       31104.0     
484      o211327                        0.00147229      432.0      72.0       31104.0     
485      o211390                        0.00147229      72.0       432.0      31104.0     
486      o211103                        0.00147229      432.0      72.0       31104.0     
487      o211000                        0.00147229      432.0      72.0       31104.0     
488      o211160                        0.00147229      72.0       432.0      31104.0     
489      o211120                        0.00147229      432.0      72.0       31104.0     
490      o211360                        0.00146974      72.0       432.0      31104.0     
491      o211199                        0.00146974      72.0       432.0      31104.0     
492      o211198                        0.00146974      72.0       432.0      31104.0     
493      o211057                        0.00146974      72.0       432.0      31104.0     
494      o211241                        0.00146974      72.0       432.0      31104.0     
495      o211230                        0.00146974      72.0       432.0      31104.0     
496      o211273                        0.00146974      72.0       432.0      31104.0     
497      o211207                        0.00146974      432.0      72.0       31104.0     
498      o211271                        0.00146974      72.0       432.0      31104.0     
499      o211263                        0.00146974      72.0       432.0      31104.0     
500      o211181                        0.00146974      432.0      72.0       31104.0     
501      o211261                        0.00146974      72.0       432.0      31104.0     
502      o211186                        0.00146974      432.0      72.0       31104.0     
503      o211209                        0.00146974      432.0      72.0       31104.0     
504      o211338                        0.00146974      432.0      72.0       31104.0     
505      o211281                        0.00146974      72.0       432.0      31104.0     
506      o211243                        0.00146974      72.0       432.0      31104.0     
507      o211291                        0.00146974      72.0       432.0      31104.0     
508      o211345                        0.00146974      432.0      72.0       31104.0     
